Designator,Mid X,Mid Y,Layer,Rotation
C1,-7.49,26.16,Top,270.0
C2,-7.49,28.70,Top,90.0
C3, 0.64, 9.27,Top,270.0
CH, 4.32, 9.14,Top,180.0
CHARGING, 6.45, 0.89,Top,90.0
D3, 2.16,11.56,Top,180.0
IC2, 0.00,25.00,Top,0.0
J1, 0.00,18.54,Top,180.0
J2,-8.08, 3.81,Top,90.0
J3, 0.00, 0.00,Top,0.0
LED_IO9, 7.11,16.51,Top,270.0
P1,10.90, 4.62,Top,90.0
Q2, 5.71,12.45,Top,270.0
Q5,-2.41,12.19,Top,0.0
Q6,-2.41, 9.14,Top,90.0
R3, 6.35, 2.03,Top,180.0
R9,-5.71, 4.06,Top,270.0
R10,-5.71, 1.78,Top,90.0
R12, 2.16,13.97,Top,180.0
R13, 2.16,12.95,Top,180.0
R14,-9.27, 8.00,Top,0.0
R15,-9.27, 9.02,Top,0.0
R18, 8.26,19.69,Top,270.0
R19,-4.19,12.19,Top,90.0
R20,-0.64,12.19,Top,270.0
R22,-8.38,17.14,Top,270.0
C4,-1.27,22.45,Bottom,0.0
C5,11.05, 6.86,Bottom,0.0
C6,-8.26,21.69,Bottom,270.0
C8,-7.75,14.86,Bottom,180.0
C9,-4.83,13.72,Bottom,180.0
C13,-8.13,12.57,Bottom,90.0
C14, 7.11,15.88,Bottom,0.0
D8,-1.91, 1.91,Bottom,90.0
D9, 0.00, 1.91,Bottom,90.0
D10, 1.91, 1.91,Bottom,90.0
FLASH,-12.04, 3.63,Bottom,270.0
LDO,-4.95,21.59,Bottom,180.0
LDO_S,-4.95,10.79,Bottom,180.0
R5, 3.43, 9.14,Bottom,90.0
R6,-7.75,17.02,Bottom,0.0
R7,-7.75,15.88,Bottom,0.0
R11, 5.46, 9.14,Bottom,90.0
R17,-7.49,29.08,Bottom,180.0
R21,-4.95, 8.38,Bottom,180.0
RESET,12.04, 3.63,Bottom,90.0
